file_path,voltage_alpha_thd,voltage_beta_thd
RUL_Data_3_2,0.05831943509358965,0.053794800400796226
RUL_Data_3_3,0.05871755986409649,0.05500009820267912
RUL_Data_3_4,0.08556032459899701,0.07825060471057714
RUL_Data_3_5,0.0574451824937363,0.055123605120988996
