Unix Time,Sample Index,Speed,Torque,Power,Efficiency,Voltage alpha,Voltage beta,Current alpha,Current beta,Error flags
1775461447,0,3000.0,0.29902247256093256,0.09817768154161276,95.68337935537629,57.147216796875,44.329833984375,0.9007557128906251,0.49471127929687503,0.0
,1,,,,,53.411865234375,47.5616455078125,0.8773460083007812,0.5428772644042968,0.0
,2,,,,,48.5504150390625,50.8026123046875,0.8879114501953125,0.57509150390625,0.0
,3,,,,,43.505859375,54.9957275390625,0.862637255859375,0.6057520019531251,0.0
,4,,,,,39.0106201171875,58.6029052734375,0.8019377563476563,0.5962223876953126,0.0
,5,,,,,32.1075439453125,62.200927734375,0.7666160339355469,0.6378626586914062,0.0
,6,,,,,28.8848876953125,65.5975341796875,0.7313978942871094,0.6583720458984376,0.0
,7,,,,,23.9776611328125,68.5272216796875,0.6845784851074219,0.6876859680175782,0.0
,8,,,,,19.921875,70.6878662109375,0.6222216613769531,0.6796065124511719,0.0
,9,,,,,15.6097412109375,72.216796875,0.5499208923339844,0.7247685974121094,0.0
,10,,,,,10.198974609375,73.71826171875,0.4802096923828125,0.7733489135742188,0.0
,11,,,,,5.38330078125,74.4598388671875,0.4571107360839844,0.8334269165039063,0.0
,12,,,,,1.1260986328125,74.5697021484375,0.4006581298828125,0.8813857360839844,0.0
,13,,,,,-2.67333984375,74.395751953125,0.32462838134765626,0.8924690917968751,0.0
,14,,,,,-5.712890625,73.773193359375,0.22032053833007814,0.89992705078125,0.0
,15,,,,,-9.6221923828125,72.747802734375,0.1823056640625,0.9318305419921875,0.0
,16,,,,,-11.8927001953125,71.6949462890625,0.13248235473632813,0.9510969360351563,0.0
,17,,,,,-13.970947265625,69.891357421875,0.09508897705078126,0.9689131713867187,0.0
,18,,,,,-19.2626953125,67.4835205078125,0.018023400878906252,0.9654949401855469,0.0
,19,,,,,-24.4720458984375,65.2130126953125,-0.0418474365234375,0.934730859375,0.0
,20,,,,,-29.4525146484375,63.2080078125,-0.10109677734375,0.9161895446777344,0.0
,21,,,,,-34.97314453125,61.1297607421875,-0.12150258178710938,0.897441064453125,0.0
,22,,,,,-40.6951904296875,58.6669921875,-0.17992326049804688,0.8679199768066407,0.0
,23,,,,,-46.270751953125,56.0028076171875,-0.21980262451171875,0.8404705444335938,0.0
,24,,,,,-50.6561279296875,53.851318359375,-0.29862910766601564,0.7969657836914062,0.0
,25,,,,,-54.7943115234375,51.0498046875,-0.34638076171875,0.7660981201171875,0.0
,26,,,,,-58.685302734375,48.2574462890625,-0.41847436523437503,0.7317086425781251,0.0
,27,,,,,-62.1002197265625,45.3094482421875,-0.46260062255859374,0.6918292785644532,0.0
,28,,,,,-64.215087890625,42.8741455078125,-0.5295150878906251,0.6617902770996094,0.0
,29,,,,,-66.4215087890625,39.73388671875,-0.5798563110351562,0.6264685546875001,0.0
,30,,,,,-68.1060791015625,36.5478515625,-0.6498782592773438,0.5761273315429688,0.0
,31,,,,,-68.7469482421875,34.68017578125,-0.7206252868652344,0.5048623901367187,0.0
,32,,,,,-69.671630859375,31.3751220703125,-0.7925117248535156,0.4675725952148438,0.0
