Unix Time,Sample Index,Speed,Torque,Power,Efficiency,Voltage alpha,Voltage beta,Current alpha,Current beta,Error flags
1775463391,0,3000.0,0.29263879235704404,0.09635376102700037,95.41322820225346,-57.7423095703125,47.49755859375,-0.3484524169921875,0.7893006591796875,0.0
,1,,,,,-63.555908203125,40.8599853515625,-0.4735803955078125,0.744967236328125,0.0
,2,,,,,-68.0145263671875,33.2427978515625,-0.594150732421875,0.6399343139648438,0.0
,3,,,,,-69.03076171875,28.6376953125,-0.6901719543457031,0.5532355407714844,0.0
,4,,,,,-70.1751708984375,20.8099365234375,-0.7986231079101562,0.45265667724609376,0.0
,5,,,,,-71.15478515625,11.0687255859375,-0.8519682312011719,0.39257867431640625,0.0
,6,,,,,-70.001220703125,3.0853271484375,-0.8710274597167968,0.3125091979980469,0.0
,7,,,,,-72.216796875,-12.3779296875,-0.8741349426269531,0.22612117309570312,0.0
,8,,,,,-72.1893310546875,-21.661376953125,-0.8947479125976563,0.10410067749023438,0.0
,9,,,,,-70.257568359375,-30.8074951171875,-0.8964052368164063,-0.03387156372070313,0.0
,10,,,,,-67.4468994140625,-37.8936767578125,-0.889154443359375,-0.1521630798339844,0.0
,11,,,,,-63.8031005859375,-42.9840087890625,-0.8805570739746094,-0.33881921997070313,0.0
,12,,,,,-58.9874267578125,-45.758056640625,-0.8451317687988281,-0.431732958984375,0.0
,13,,,,,-49.713134765625,-52.386474609375,-0.7998661010742187,-0.5040337280273438,0.0
,14,,,,,-39.80712890625,-59.6832275390625,-0.8128139465332032,-0.6060627502441407,0.0
,15,,,,,-29.534912109375,-65.863037109375,-0.7403060119628907,-0.6640690979003906,0.0
,16,,,,,-20.3155517578125,-70.8160400390625,-0.6425238830566407,-0.7169998901367187,0.0
,17,,,,,-11.334228515625,-74.0753173828125,-0.5184317321777344,-0.7813247863769531,0.0
,18,,,,,-2.7374267578125,-75.146484375,-0.4056301025390625,-0.8495858276367187,0.0
,19,,,,,3.424072265625,-74.8077392578125,-0.2597855712890625,-0.8897759399414062,0.0
,20,,,,,11.810302734375,-72.894287109375,-0.12274557495117187,-0.914117889404297,0.0
,21,,,,,18.475341796875,-69.2779541015625,-0.027863763427734375,-0.9565868225097657,0.0
,22,,,,,30.340576171875,-64.251708984375,0.050755554199218754,-0.9553438293457032,0.0
,23,,,,,40.997314453125,-58.92333984375,0.14076897583007814,-0.9379419250488281,0.0
,24,,,,,51.7364501953125,-53.02734375,0.2307823974609375,-0.8756886840820313,0.0
,25,,,,,59.2620849609375,-47.5067138671875,0.3486595825195313,-0.814574853515625,0.0
,26,,,,,65.2130126953125,-40.869140625,0.45659282226562503,-0.7151354003906251,0.0
,27,,,,,69.451904296875,-34.7076416015625,0.6087559020996094,-0.6346515930175781,0.0
,28,,,,,70.587158203125,-29.77294921875,0.7571900024414063,-0.5192603942871094,0.0
,29,,,,,70.697021484375,-23.272705078125,0.8082563049316407,-0.4468560424804688,0.0
,30,,,,,72.052001953125,-12.6068115234375,0.8737206115722657,-0.3705155456542969,0.0
,31,,,,,73.919677734375,1.94091796875,0.9192970275878907,-0.31654892578125,0.0
,32,,,,,74.4232177734375,12.0025634765625,0.8938156677246094,-0.24590548095703127,0.0
,33,,,,,73.86474609375,22.74169921875,0.8936085021972656,-0.12202049560546875,0.0
,34,,,,,71.44775390625,30.3680419921875,0.9538936706542969,0.0675359619140625,0.0
,35,,,,,67.3736572265625,37.554931640625,0.9312090454101563,0.23047164916992188,0.0
,36,,,,,63.702392578125,41.2811279296875,0.9286194763183594,0.3508348205566406,0.0
,37,,,,,56.7718505859375,46.17919921875,0.9186755310058594,0.4820741821289063,0.0
,38,,,,,49.25537109375,51.3427734375,0.912356982421875,0.5648368103027344,0.0
,39,,,,,39.569091796875,59.5001220703125,0.842024285888672,0.6059591674804687,0.0
,40,,,,,29.18701171875,66.32080078125,0.736680615234375,0.6311297790527344,0.0
,41,,,,,19.1070556640625,72.418212890625,0.6296796203613282,0.6713198913574219,0.0
,42,,,,,10.7208251953125,74.8992919921875,0.5315867431640625,0.7476603881835938,0.0
,43,,,,,0.897216796875,75.4852294921875,0.40397277832031253,0.8309409301757813,0.0
,44,,,,,-6.8756103515625,74.432373046875,0.2859920104980469,0.9085244201660156,0.0
,45,,,,,-12.506103515625,72.198486328125,0.16469659423828126,0.9220937622070313,0.0
,46,,,,,-18.75,68.5089111328125,0.040086529541015624,0.947160791015625,0.0
,47,,,,,-30.6976318359375,63.75732421875,-0.0368754638671875,0.9300696350097657,0.0
,48,,,,,-41.93115234375,59.36279296875,-0.14605169677734375,0.8530040588378907,0.0
,49,,,,,-52.349853515625,53.6407470703125,-0.23937976684570314,0.8222399780273437,0.0
